"V1","KO","n","Definition"
"KO:K03164","K03164",1193,"TOP2; DNA topoisomerase II [EC:5.6.2.2]"
"KO:K00923","K00923",1,"PIK3C2; phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154]"
"KO:K00933","K00933",1,"E2.7.3.2; creatine kinase [EC:2.7.3.2]"
"KO:K00937","K00937",1,"ppk1; polyphosphate kinase [EC:2.7.4.1]"
"KO:K00947","K00947",1,"mosAB; molybdenum storage protein"
"KO:K00964","K00964",1,"NA"
"KO:K00980","K00980",1,"tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]"
"KO:K00998","K00998",1,"pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
"KO:K01006","K01006",1,"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]"
"KO:K01025","K01025",1,"SULT1; sulfotransferase [EC:2.8.2.-]"
"KO:K01043","K01043",1,"SWNK; reducing polyketide synthase SwnK [EC:2.3.1.-]"
"KO:K01048","K01048",1,"pldB; lysophospholipase [EC:3.1.1.5]"
"KO:K01080","K01080",1,"PLPP1_2_3; phosphatidate phosphatase [EC:3.1.3.4]"
"KO:K01085","K01085",1,"agp; glucose-1-phosphatase [EC:3.1.3.10]"
"KO:K01107","K01107",1,"INPP1; inositol polyphosphate 1-phosphatase [EC:3.1.3.57]"
"KO:K01110","K01110",1,"PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]"
"KO:K01117","K01117",1,"sph; sphingomyelin phosphodiesterase [EC:3.1.4.12]"
"KO:K01125","K01125",1,"NAGPA; N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [EC:3.1.4.45]"
"KO:K01147","K01147",1,"rnb; exoribonuclease II [EC:3.1.13.1]"
"KO:K01167","K01167",1,"rnaSA; ribonuclease T1 [EC:4.6.1.24]"
"KO:K01170","K01170",1,"endA; tRNA-intron endonuclease, archaea type [EC:4.6.1.16]"
"KO:K01189","K01189",1,"GLA; alpha-galactosidase [EC:3.2.1.22]"
"KO:K01204","K01204",1,"NAGA; alpha-N-acetylgalactosaminidase [EC:3.2.1.49]"
"KO:K01232","K01232",1,"glvA; maltose-6'-phosphate glucosidase [EC:3.2.1.122]"
"KO:K01243","K01243",1,"mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]"
"KO:K01269","K01269",1,"yhfE; aminopeptidase [EC:3.4.11.-]"
"KO:K01274","K01274",1,"pepV; beta-Ala-Xaa dipeptidase [EC:3.4.13.-]"
"KO:K01317","K01317",1,"ACR; acrosin [EC:3.4.21.10]"
"KO:K01330","K01330",1,"C1R; complement component 1, r subcomponent [EC:3.4.21.41]"
"KO:K01342","K01342",1,"aprE; subtilisin [EC:3.4.21.62]"
"KO:K01359","K01359",1,"PCSK1; proprotein convertase subtilisin/kexin type 1 [EC:3.4.21.93]"
"KO:K01360","K01360",1,"PCSK2; proprotein convertase subtilisin/kexin type 2 [EC:3.4.21.94]"
"KO:K01361","K01361",1,"E3.4.21.96; lactocepin [EC:3.4.21.96]"
"KO:K01365","K01365",1,"CTSL; cathepsin L [EC:3.4.22.15]"
"KO:K01367","K01367",1,"CAPN1; calpain-1 [EC:3.4.22.52]"
"KO:K01382","K01382",1,"CTSE; cathepsin E [EC:3.4.23.34]"
"KO:K01383","K01383",1,"BAR1; barrierpepsin [EC:3.4.23.35]"
"KO:K01428","K01428",1,"ureC; urease subunit alpha [EC:3.5.1.5]"
"KO:K01431","K01431",1,"UPB1, pydC; beta-ureidopropionase [EC:3.5.1.6]"
"KO:K01436","K01436",1,"yhaA; amidohydrolase [EC:3.5.1.-]"
"KO:K01453","K01453",1,"nylB; 6-aminohexanoate-oligomer exohydrolase [EC:3.5.1.46]"
"KO:K01482","K01482",1,"DDAH, ddaH; dimethylargininase [EC:3.5.3.18]"
"KO:K01500","K01500",1,"fchA; methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9]"
"KO:K01506","K01506",1,"davA; 5-aminopentanamidase [EC:3.5.1.30]"
"KO:K01510","K01510",1,"ENTPD1_3_8, CD39; apyrase [EC:3.6.1.5]"
"KO:K01511","K01511",1,"ENTPD5_6; ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]"
"KO:K01525","K01525",1,"apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]"
"KO:K01540","K01540",1,"ATP1B, CD298; sodium/potassium-transporting ATPase subunit beta"
"KO:K01553","K01553",1,"NA"
"KO:K01571","K01571",1,"oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]"
"KO:K01575","K01575",1,"alsD, budA, aldC; acetolactate decarboxylase [EC:4.1.1.5]"
"KO:K01582","K01582",1,"E4.1.1.18, ldcC, cadA; lysine decarboxylase [EC:4.1.1.18]"
"KO:K01586","K01586",1,"lysA; diaminopimelate decarboxylase [EC:4.1.1.20]"
"KO:K01589","K01589",1,"purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]"
"KO:K01608","K01608",1,"gcl; tartronate-semialdehyde synthase [EC:4.1.1.47]"
"KO:K01618","K01618",1,"E4.1.1.107; 3,4-dihydroxyphenylacetaldehyde synthase [EC:4.1.1.107]"
"KO:K01644","K01644",1,"citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]"
"KO:K01718","K01718",1,"NA"
"KO:K01762","K01762",1,"ACS; 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]"
"KO:K01763","K01763",1,"SCLY; selenocysteine lyase [EC:4.4.1.16]"
"KO:K01774","K01774",1,"fumE; fumarate hydratase E [EC:4.2.1.2]"
"KO:K01776","K01776",1,"murI; glutamate racemase [EC:5.1.1.3]"
"KO:K01797","K01797",1,"NA"
"KO:K01853","K01853",1,"CAS1; cycloartenol synthase [EC:5.4.99.8]"
"KO:K01856","K01856",1,"catB; muconate cycloisomerase [EC:5.5.1.1]"
"KO:K01924","K01924",1,"murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]"
"KO:K01929","K01929",1,"murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]"
"KO:K01954","K01954",1,"K01954; carbamoyl-phosphate synthase [EC:6.3.5.5]"
"KO:K01959","K01959",1,"pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]"
"KO:K01960","K01960",1,"pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]"
"KO:K01963","K01963",1,"accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]"
"KO:K01976","K01976",1,"NA"
"KO:K01998","K01998",1,"livM; branched-chain amino acid transport system permease protein"
"KO:K02022","K02022",1,"ABC.MR.TX; HlyD family secretion protein"
"KO:K02024","K02024",1,"lamB; maltoporin"
"KO:K02028","K02028",1,"ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]"
"KO:K02041","K02041",1,"phnC; phosphonate transport system ATP-binding protein [EC:7.3.2.2]"
"KO:K02049","K02049",1,"ABC.SN.A; NitT/TauT family transport system ATP-binding protein"
"KO:K02057","K02057",1,"ABC.SS.P; simple sugar transport system permease protein"
"KO:K02069","K02069",1,"STAR2, fetB; UDP-glucose/iron transport system permease protein"
"KO:K02083","K02083",1,"allC; allantoate deiminase [EC:3.5.3.9]"
"KO:K02084","K02084",1,"APAF1; apoptotic protease-activating factor"
"KO:K02089","K02089",1,"CDK4; cyclin-dependent kinase 4 [EC:2.7.11.22]"
"KO:K02115","K02115",1,"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma"
"KO:K02118","K02118",1,"ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B"
"KO:K02123","K02123",1,"ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I"
"KO:K02135","K02135",1,"ATPeF1E, ATP5E, ATP15; F-type H+-transporting ATPase subunit epsilon"
"KO:K02160","K02160",1,"accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein"
"KO:K02166","K02166",1,"SFRP1; secreted frizzled-related protein 1"
"KO:K02174","K02174",1,"BR-C; broad-complex core protein"
"KO:K02189","K02189",1,"cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]"
"KO:K02199","K02199",1,"ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"
"KO:K02215","K02215",1,"CF2; chorion factor 2"
"KO:K02226","K02226",1,"cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]"
"KO:K02230","K02230",1,"cobN; cobaltochelatase CobN [EC:6.6.1.2]"
"KO:K02233","K02233",1,"E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]"
"KO:K02236","K02236",1,"comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]"
"KO:K02237","K02237",1,"comEA; competence protein ComEA"
"KO:K02238","K02238",1,"comEC; competence protein ComEC"
"KO:K02240","K02240",1,"comFA; competence protein ComFA"
"KO:K02275","K02275",1,"coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]"
"KO:K02276","K02276",1,"coxC, ctaE; cytochrome c oxidase subunit III [EC:7.1.1.9]"
"KO:K02282","K02282",1,"cpaE, tadZ; pilus assembly protein CpaE"
"KO:K02308","K02308",1,"DAXX; death-associated protein 6"
"KO:K02338","K02338",1,"dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]"
"KO:K02346","K02346",1,"dinB; DNA polymerase IV [EC:2.7.7.7]"
"KO:K02386","K02386",1,"flgA; flagellar basal body P-ring formation protein FlgA"
"KO:K02407","K02407",1,"fliD; flagellar hook-associated protein 2"
"KO:K02412","K02412",1,"fliI; flagellum-specific ATP synthase [EC:7.4.2.8]"
"KO:K02417","K02417",1,"fliN; flagellar motor switch protein FliN"
"KO:K02422","K02422",1,"fliS; flagellar secretion chaperone FliS"
"KO:K02450","K02450",1,"gspA; general secretion pathway protein A"
"KO:K02484","K02484",1,"K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]"
"KO:K02485","K02485",1,"rssB, hnr; two-component system, response regulator"
"KO:K02486","K02486",1,"K02486; two-component system, sensor kinase [EC:2.7.13.3]"
"KO:K02491","K02491",1,"kinA; two-component system, sporulation sensor kinase A [EC:2.7.13.3]"
"KO:K02498","K02498",1,"hemY; HemY protein"
"KO:K02523","K02523",1,"ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]"
"KO:K02528","K02528",1,"ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]"
"KO:K02536","K02536",1,"lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]"
"KO:K02554","K02554",1,"mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]"
"KO:K02612","K02612",1,"paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD"
"KO:K02633","K02633",1,"PER2; period circadian protein 2"
"KO:K02646","K02646",1,"PHO2; regulatory protein PHO2"
"KO:K02656","K02656",1,"pilF; type IV pilus assembly protein PilF"
"KO:K02662","K02662",1,"pilM; type IV pilus assembly protein PilM"
"KO:K02768","K02768",1,"fruB; fructose PTS system EIIA component [EC:2.7.1.202]"
"KO:K02827","K02827",1,"qoxB; cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5]"
"KO:K02833","K02833",1,"HRAS; GTPase HRas"
"KO:K02834","K02834",1,"rbfA; ribosome-binding factor A"
"KO:K02837","K02837",1,"prfC; peptide chain release factor 3"
"KO:K02869","K02869",1,"RP-L12, rpl12; large subunit ribosomal protein L12"
"KO:K02878","K02878",1,"RP-L16, MRPL16, rplP; large subunit ribosomal protein L16"
"KO:K02897","K02897",1,"RP-L25, rplY; large subunit ribosomal protein L25"
"KO:K02909","K02909",1,"RP-L31, rpmE; large subunit ribosomal protein L31"
"KO:K02956","K02956",1,"RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15"
"KO:K02961","K02961",1,"RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17"
"KO:K02986","K02986",1,"RP-S4, rpsD; small subunit ribosomal protein S4"
"KO:K03009","K03009",1,"RPABC4, RPB12, POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4"
"KO:K03043","K03043",1,"rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]"
"KO:K03056","K03056",1,"rpoL; DNA-directed RNA polymerase subunit L [EC:2.7.7.6]"
"KO:K03068","K03068",1,"LRP5_6; low density lipoprotein receptor-related protein 5/6"
"KO:K03084","K03084",1,"SHIP1, INPP5D; phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1 [EC:3.1.3.86]"
"KO:K03089","K03089",1,"rpoH; RNA polymerase sigma-32 factor"
"KO:K03090","K03090",1,"sigB; RNA polymerase sigma-B factor"
"KO:K03116","K03116",1,"tatA; sec-independent protein translocase protein TatA"
"KO:K03117","K03117",1,"tatB; sec-independent protein translocase protein TatB"
"KO:K03150","K03150",1,"thiH; 2-iminoacetate synthase [EC:4.1.99.19]"
"KO:K03152","K03152",1,"thiJ; protein deglycase [EC:3.5.1.124]"
"KO:K03166","K03166",1,"top6A; DNA topoisomerase VI subunit A [EC:5.6.2.2]"
"KO:K03179","K03179",1,"ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"
"KO:K03186","K03186",1,"ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
"KO:K03196","K03196",1,"virB11, lvhB11; type IV secretion system protein VirB11 [EC:7.4.2.8]"
"KO:K03201","K03201",1,"virB6, lvhB6; type IV secretion system protein VirB6"
"KO:K03215","K03215",1,"rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]"
"KO:K03292","K03292",1,"TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family"
"KO:K03313","K03313",1,"nhaA; Na+:H+ antiporter, NhaA family"
"KO:K03324","K03324",1,"yjbB; phosphate:Na+ symporter"
"KO:K03328","K03328",1,"TC.PST; polysaccharide transporter, PST family"
"KO:K03346","K03346",1,"dnaB; replication initiation and membrane attachment protein"
"KO:K03354","K03354",1,"APC7, ANAPC7; anaphase-promoting complex subunit 7"
"KO:K03382","K03382",1,"atzB; hydroxydechloroatrazine ethylaminohydrolase [EC:3.5.4.43]"
"KO:K03390","K03390",1,"hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]"
"KO:K03413","K03413",1,"cheY; two-component system, chemotaxis family, chemotaxis protein CheY"
"KO:K03444","K03444",1,"ERD6, ESL1; MFS transporter, SP family, ERD6-like sugar transporter"
"KO:K03455","K03455",1,"TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family"
"KO:K03498","K03498",1,"trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein"
"KO:K03520","K03520",1,"coxL, cutL; aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]"
"KO:K03525","K03525",1,"coaX; type III pantothenate kinase [EC:2.7.1.33]"
"KO:K03531","K03531",1,"ftsZ; cell division protein FtsZ"
"KO:K03534","K03534",1,"rhaM; L-rhamnose mutarotase [EC:5.1.3.32]"
"KO:K03535","K03535",1,"gudP; MFS transporter, ACS family, glucarate transporter"
"KO:K03543","K03543",1,"emrA; membrane fusion protein, multidrug efflux system"
"KO:K03550","K03550",1,"ruvA; holliday junction DNA helicase RuvA [EC:5.6.2.4]"
"KO:K03558","K03558",1,"cvpA; membrane protein required for colicin V production"
"KO:K03567","K03567",1,"gcvR; glycine cleavage system transcriptional repressor"
"KO:K03569","K03569",1,"mreB; rod shape-determining protein MreB and related proteins"
"KO:K03587","K03587",1,"ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]"
"KO:K03589","K03589",1,"ftsQ; cell division protein FtsQ"
"KO:K03590","K03590",1,"ftsA; cell division protein FtsA"
"KO:K03601","K03601",1,"xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6]"
"KO:K03607","K03607",1,"proQ; ProP effector"
"KO:K03621","K03621",1,"plsX; phosphate acyltransferase [EC:2.3.1.274]"
"KO:K03632","K03632",1,"mukB; chromosome partition protein MukB"
"KO:K03642","K03642",1,"rlpA; rare lipoprotein A"
"KO:K03658","K03658",1,"helD; DNA helicase IV [EC:5.6.2.4]"
"KO:K03665","K03665",1,"hflX; GTPase"
"KO:K03667","K03667",1,"hslU; ATP-dependent HslUV protease ATP-binding subunit HslU"
"KO:K03672","K03672",1,"trxC; thioredoxin 2 [EC:1.8.1.8]"
"KO:K03684","K03684",1,"rnd; ribonuclease D [EC:3.1.13.5]"
"KO:K03688","K03688",1,"ubiB, aarF; ubiquinone biosynthesis protein"
"KO:K03691","K03691",1,"POFUT; peptide-O-fucosyltransferase [EC:2.4.1.221]"
"KO:K03699","K03699",1,"tlyC; magnesium and cobalt exporter, CNNM family"
"KO:K03702","K03702",1,"uvrB; excinuclease ABC subunit B"
"KO:K03705","K03705",1,"hrcA; heat-inducible transcriptional repressor"
"KO:K03707","K03707",1,"tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]"
"KO:K03722","K03722",1,"dinG; ATP-dependent DNA helicase DinG [EC:5.6.2.3]"
"KO:K03727","K03727",1,"helY; ATP-dependent RNA helicase HelY [EC:3.6.4.-]"
"KO:K03737","K03737",1,"por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]"
"KO:K03743","K03743",1,"pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]"
"KO:K03770","K03770",1,"ppiD; peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]"
"KO:K03775","K03775",1,"slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]"
"KO:K03790","K03790",1,"rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]"
"KO:K03797","K03797",1,"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]"
"KO:K03827","K03827",1,"yjaB; putative acetyltransferase [EC:2.3.1.-]"
"KO:K03833","K03833",1,"selB, EEFSEC; selenocysteine-specific elongation factor"
"KO:K03864","K03864",1,"NA"
"KO:K03870","K03870",1,"CUL2; cullin 2"
"KO:K03877","K03877",1,"B3GALT5; beta-1,3-galactosyltransferase 5 [EC:2.4.1.-]"
"KO:K03888","K03888",1,"MQCRC, qcrC, bfcC, petD; menaquinol-cytochrome c reductase cytochrome b/c subunit"
"KO:K03891","K03891",1,"qcrB; ubiquinol-cytochrome c reductase cytochrome b subunit"
"KO:K03926","K03926",1,"cutA; periplasmic divalent cation tolerance protein"
"KO:K03933","K03933",1,"cpbD; chitin-binding protein"
"KO:K03963","K03963",1,"NDUFB7; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7"
"KO:K03969","K03969",1,"pspA; phage shock protein A"
"KO:K03972","K03972",1,"pspE; phage shock protein E"
"KO:K03975","K03975",1,"dedA; membrane-associated protein"
"KO:K04040","K04040",1,"chlG, bchG; chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]"
"KO:K04042","K04042",1,"glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]"
"KO:K04046","K04046",1,"yegD; hypothetical chaperone protein"
"KO:K04066","K04066",1,"priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]"
"KO:K04072","K04072",1,"adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]"
"KO:K04116","K04116",1,"aliA; cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-]"
"KO:K04126","K04126",1,"PCBC; isopenicillin-N synthase [EC:1.21.3.1]"
"KO:K04233","K04233",1,"ASTA-R; allatostatin A receptor"
"KO:K04266","K04266",1,"ADORA2A, ADOR; adenosine receptor A2a"
"KO:K04351","K04351",1,"RAPGEF4, EPAC2; Rap guanine nucleotide exchange factor 4"
"KO:K04352","K04352",1,"RASA1, RASGAP; Ras GTPase-activating protein 1"
"KO:K04369","K04369",1,"MAP2K2, MEK2; mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]"
"KO:K04370","K04370",1,"LAMTOR3, MP1, MAP2K1IP1; ragulator complex protein LAMTOR3"
"KO:K04379","K04379",1,"FOS; proto-oncogene protein c-fos"
"KO:K04408","K04408",1,"MAP4K1, HPK1; mitogen-activated protein kinase kinase kinase kinase 1 [EC:2.7.11.1]"
"KO:K04416","K04416",1,"MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25]"
"KO:K04419","K04419",1,"MAP3K11, MLK3; mitogen-activated protein kinase kinase kinase 11 [EC:2.7.11.25]"
"KO:K04422","K04422",1,"MAP3K13, LZK; mitogen-activated protein kinase kinase kinase 13 [EC:2.7.11.25]"
"KO:K04423","K04423",1,"MAP3K12, MUK; mitogen-activated protein kinase kinase kinase 12 [EC:2.7.11.25]"
"KO:K04433","K04433",1,"MAP2K6, MKK6; mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]"
"KO:K04438","K04438",1,"CRK, CRKII; C-crk adapter molecule crk"
"KO:K04447","K04447",1,"JAK2; Janus kinase 2 [EC:2.7.10.2]"
"KO:K04458","K04458",1,"PTPRR; receptor-type tyrosine-protein phosphatase R [EC:3.1.3.48]"
"KO:K04461","K04461",1,"PPM1B, PP2CB; protein phosphatase 1B [EC:3.1.3.16]"
"KO:K04469","K04469",1,"NFKB2; nuclear factor of kappa light polypeptide gene enhancer in B-cells 2"
"KO:K04485","K04485",1,"radA, sms; DNA repair protein RadA/Sms"
"KO:K04511","K04511",1,"PRICKLE; prickle"
"KO:K04517","K04517",1,"tyrA2; prephenate dehydrogenase [EC:1.3.1.12]"
"KO:K04550","K04550",1,"LRP1, CD91; low-density lipoprotein receptor-related protein 1 (alpha-2-macroglobulin receptor)"
"KO:K04615","K04615",1,"GABBR; gamma-aminobutyric acid type B receptor"
"KO:K04638","K04638",1,"IFT57, HIPPI, ESRRBL1; intraflagellar transport protein 57"
"KO:K04641","K04641",1,"bop; bacteriorhodopsin"
"KO:K04643","K04643",1,"sop; sensory rhodopsin"
"KO:K04659","K04659",1,"THBS2S; thrombospondin 2/3/4/5"
"KO:K04671","K04671",1,"BMPR2; bone morphogenetic protein receptor type-2 [EC:2.7.11.30]"
"KO:K04679","K04679",1,"MADHIP, SARA; MAD, mothers against decapentaplegic interacting protein"
"KO:K04683","K04683",1,"TFDP1; transcription factor Dp-1"
"KO:K04707","K04707",1,"CBL; E3 ubiquitin-protein ligase CBL [EC:2.3.2.27]"
"KO:K04710","K04710",1,"CERS1, LASS1; sphingoid base N-stearoyltransferase [EC:2.3.1.299]"
"KO:K04719","K04719",1,"bluB; 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]"
"KO:K04733","K04733",1,"IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]"
"KO:K04754","K04754",1,"mlaA, vacJ; phospholipid-binding lipoprotein MlaA"
"KO:K04755","K04755",1,"fdx; ferredoxin, 2Fe-2S"
"KO:K04759","K04759",1,"feoB; ferrous iron transport protein B"
"KO:K04772","K04772",1,"degQ, hhoA; serine protease DegQ [EC:3.4.21.-]"
"KO:K04788","K04788",1,"mbtB; mycobactin phenyloxazoline synthetase"
"KO:K04850","K04850",1,"CACNA1C, CAV1.2; voltage-dependent calcium channel L type alpha-1C"
"KO:K04856","K04856",1,"CACNA1I, CAV3.3; voltage-dependent calcium channel T type alpha-1I"
"KO:K04883","K04883",1,"KCNAB2; potassium voltage-gated channel Shaker-related subfamily A, beta member 2"
"KO:K04910","K04910",1,"KCNH7, KV11.3; potassium voltage-gated channel Eag-related subfamily H member 7"
"KO:K04911","K04911",1,"KCNH8, KV12.1; potassium voltage-gated channel Eag-related subfamily H member 8"
"KO:K04978","K04978",1,"TRPM3; transient receptor potential cation channel subfamily M member 3"
"KO:K04979","K04979",1,"TRPM4; transient receptor potential cation channel subfamily M member 4"
"KO:K04986","K04986",1,"PKD2; polycystin 2"
"KO:K04988","K04988",1,"PKD1L2; polycystin 1L2"
"KO:K05026","K05026",1,"CLIC6; chloride intracellular channel protein 6"
"KO:K05027","K05027",1,"CLCA1; calcium-activated chloride channel regulator 1"
"KO:K05028","K05028",1,"CLCA2; calcium-activated chloride channel regulator 2"
"KO:K05032","K05032",1,"ABCC8, SUR1; ATP-binding cassette subfamily C (CFTR/MRP) member 8"
"KO:K05037","K05037",1,"SLC6A4, SERT; solute carrier family 6 (neurotransmitter transporter, serotonin) member 4"
"KO:K05088","K05088",1,"ROS1; proto-oncogene tyrosine-protein kinase ROS [EC:2.7.10.1]"
"KO:K05127","K05127",1,"PTK7, CCK4; PTK7 protein tyrosine kinase 7 [EC:2.7.10.1]"
"KO:K05195","K05195",1,"GLRA3; glycine receptor alpha-3"
"KO:K05280","K05280",1,"CYP75B1; flavonoid 3'-monooxygenase [EC:1.14.14.82]"
"KO:K05294","K05294",1,"PGAP1; GPI inositol-deacylase [EC:3.-.-.-]"
"KO:K05318","K05318",1,"NA"
"KO:K05364","K05364",1,"pbpA; penicillin-binding protein A"
"KO:K05462","K05462",1,"EFNA; ephrin-A"
"KO:K05522","K05522",1,"nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]"
"KO:K05539","K05539",1,"dusA; tRNA-dihydrouridine synthase A [EC:1.-.-.-]"
"KO:K05613","K05613",1,"SLC1A2, EAAT2; solute carrier family 1 (glial high affinity glutamate transporter), member 2"
